,chain_id,cuisine_ids,product_group_ids,products,cuisines,products_len,cuisines_len,cuisines_predicted
2619103,179466,,[5],[5],[],1,0,[1 4]
2619164,182714,,"[1, 18, 42]","[1, 18, 42]",[],3,0,[1 2 5]
2619220,64266,[6],"[41, 47]","[41, 47]",[6],2,1,[2 6]
2619225,141658,,[19],[19],[],1,0,[1 4]
2619278,131718,,[2],[2],[],1,0,[2]
2619283,180346,,[43],[43],[],1,0,[3 4]
2619308,168538,,"[2, 40]","[2, 40]",[],2,0,[2]
2619452,182322,,"[6, 29]","[6, 29]",[],2,0,[1 5]
2619467,178726,,,[],[],0,0,[1 2 5]
2619615,92242,"[1, 2, 3, 4]","[20, 24, 27, 43, 51]","[20, 24, 27, 43, 51]","[1, 2, 3, 4]",5,4,[1 2 3 4]
2619626,21794,[2],"[1, 2, 18, 20]","[1, 2, 18, 20]",[2],4,1,[1 2 5]
2619726,103242,"[1, 5]","[1, 6, 23, 29]","[1, 6, 23, 29]","[1, 5]",4,2,[1 5]
2619727,173442,,[26],[26],[],1,0,[1]
2619733,22414,[2],[2],[2],[2],1,1,[2]
2619835,110778,,[1],[1],[],1,0,[1]
2619897,153174,,[48],[48],[],1,0,[1 5]
2619905,154826,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2619907,182622,,[2],[2],[],1,0,[2]
2619963,110262,[1],"[20, 25]","[20, 25]",[1],2,1,[1]
2619964,176618,,"[1, 27, 52]","[1, 27, 52]",[],3,0,[1]
2619966,182330,,"[2, 25]","[2, 25]",[],2,0,[1 2]
2620118,181642,,[5],[5],[],1,0,[1 4]
2620139,147838,,[6],[6],[],1,0,[1 5]
2620161,170326,,"[25, 30, 45]","[25, 30, 45]",[],3,0,[1 3 4]
2620247,134698,,"[23, 27]","[23, 27]",[],2,0,[1 5]
2620249,183062,,[25],[25],[],1,0,[1 2 4 5]
2620272,4866,"[1, 5]","[6, 20, 24, 43]","[6, 20, 24, 43]","[1, 5]",4,2,[1 5]
2620285,179522,,[18],[18],[],1,0,[2]
2620303,153462,,"[1, 2, 40]","[1, 2, 40]",[],3,0,[1 2]
2620332,182366,,"[6, 29]","[6, 29]",[],2,0,[1 5]
2620432,181998,,"[2, 23, 25, 26]","[2, 23, 25, 26]",[],4,0,[1 2]
2620450,183090,,"[5, 19]","[5, 19]",[],2,0,[1 4]
2620573,157838,,"[5, 24, 25]","[5, 24, 25]",[],3,0,[1 4 5]
2620578,174530,,[1],[1],[],1,0,[1]
2620579,170182,,"[33, 34, 43]","[33, 34, 43]",[],3,0,[1 3]
2620592,134978,,"[20, 23, 25, 36]","[20, 23, 25, 36]",[],4,0,[1 2 5]
2620626,153094,,"[23, 24, 25, 42]","[23, 24, 25, 42]",[],4,0,[1 5]
2620658,137378,,"[26, 27, 34]","[26, 27, 34]",[],3,0,[1 3 5]
2620672,123014,,"[23, 29, 34, 36]","[23, 29, 34, 36]",[],4,0,[1 5]
2620679,182274,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2620691,153038,,"[24, 25, 43]","[24, 25, 43]",[],3,0,[1 3 4 6]
2620708,182854,,"[6, 25]","[6, 25]",[],2,0,[1 5]
2620750,130390,,"[34, 48]","[34, 48]",[],2,0,[1 3 5]
2620926,168710,,[1],[1],[],1,0,[1]
2620932,183254,,[1],[1],[],1,0,[1]
2620984,133370,,"[27, 52]","[27, 52]",[],2,0,[1]
2620987,183034,,[27],[27],[],1,0,[1]
2620997,113362,,[1],[1],[],1,0,[1]
2621010,182498,,[2],[2],[],1,0,[2]
2621048,169206,,"[5, 44]","[5, 44]",[],2,0,[4]
2621084,68082,[3],[43],[43],[3],1,1,[3 4]
2621294,183198,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2621360,140134,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2621647,156278,,"[27, 34]","[27, 34]",[],2,0,[1 2]
2621659,157074,,"[24, 25, 30, 37]","[24, 25, 30, 37]",[],4,0,[1 3 4 5]
2621664,122818,,"[6, 20, 25]","[6, 20, 25]",[],3,0,[1 5]
2621666,182590,,[1],[1],[],1,0,[1]
2621744,153166,,[1],[1],[],1,0,[1]
2621756,179270,,"[19, 30, 44]","[19, 30, 44]",[],3,0,[4]
2621826,183242,,[1],[1],[],1,0,[1]
2621829,116110,,[1],[1],[],1,0,[1]
2621830,182646,,[39],[39],[],1,0,[2 6]
2621864,172422,,[27],[27],[],1,0,[1]
2621870,149430,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2621880,143642,,[1],[1],[],1,0,[1]
2621892,165958,,[29],[29],[],1,0,[1 5]
2621897,107218,"[3, 4]","[19, 43]","[19, 43]","[3, 4]",2,2,[3 4]
2621898,137294,,[42],[42],[],1,0,[1]
2621905,179846,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2621945,177166,,"[1, 20, 23]","[1, 20, 23]",[],3,0,[1 2]
2621948,132110,,"[5, 25, 37]","[5, 25, 37]",[],3,0,[1 3 4]
2621969,172770,,[43],[43],[],1,0,[3 4]
2622013,181222,,[2],[2],[],1,0,[2]
2622056,182054,,[40],[40],[],1,0,[2]
2622074,148682,,"[24, 25, 30]","[24, 25, 30]",[],3,0,[1 4 5]
2622113,167418,,[25],[25],[],1,0,[1 2 4 5]
2622114,162690,,"[1, 2, 6]","[1, 2, 6]",[],3,0,[1 2 5]
2622121,144058,,"[1, 23]","[1, 23]",[],2,0,[1]
2622129,158538,,"[20, 22, 43]","[20, 22, 43]",[],3,0,[1 3 4]
2622143,122730,,[39],[39],[],1,0,[2 6]
2622144,181802,,"[2, 40]","[2, 40]",[],2,0,[2]
2622177,181322,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2622193,168010,,"[26, 52]","[26, 52]",[],2,0,[1]
2622267,171210,,[34],[34],[],1,0,[1 2 3 4 5]
2622354,49030,[1],"[26, 31, 32]","[26, 31, 32]",[1],3,1,[1]
2622362,180414,,[52],[52],[],1,0,[1 2 5]
2622371,182962,,[6],[6],[],1,0,[1 5]
2622449,182626,,[2],[2],[],1,0,[2]
2622478,182174,,[1],[1],[],1,0,[1]
2622623,20590,,"[3, 27, 30, 49]","[3, 27, 30, 49]",[],4,0,[1 3]
2622664,182742,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2622858,182670,,[1],[1],[],1,0,[1]
2622861,159422,,"[1, 42, 43]","[1, 42, 43]",[],3,0,[3 4]
2622878,163386,,[1],[1],[],1,0,[1]
2622882,181426,,"[1, 2, 36]","[1, 2, 36]",[],3,0,[2]
2622936,172074,,"[43, 48]","[43, 48]",[],2,0,[1 3]
2622937,149054,,"[5, 25, 37]","[5, 25, 37]",[],3,0,[1 3 4]
2622954,153714,,"[1, 3]","[1, 3]",[],2,0,[1 3 4]
2622966,183002,,"[2, 18]","[2, 18]",[],2,0,[2]
2623023,183222,,[25],[25],[],1,0,[1 2 4 5]
2623034,135882,,"[30, 37]","[30, 37]",[],2,0,[4]
2623042,182698,,"[26, 43]","[26, 43]",[],2,0,[1 3 5]
2623134,134802,,[1],[1],[],1,0,[1]
2623136,141650,,"[20, 23, 25]","[20, 23, 25]",[],3,0,[1 5]
2623200,181406,,[30],[30],[],1,0,[1 3 4 5]
2623204,183230,,"[24, 30]","[24, 30]",[],2,0,[1 3 5]
2623253,180030,,"[1, 2, 36]","[1, 2, 36]",[],3,0,[2]
2623266,176834,,[19],[19],[],1,0,[1 4]
2623452,159470,,"[1, 25]","[1, 25]",[],2,0,[1]
2623461,107574,[5],"[26, 35]","[26, 35]",[5],2,1,[5]
2623472,137282,,"[1, 42]","[1, 42]",[],2,0,[1]
2623486,182574,,[32],[32],[],1,0,[1 2 5 6]
2623526,182946,,[6],[6],[],1,0,[1 5]
2623551,164954,,"[1, 3]","[1, 3]",[],2,0,[1 3 4]
2623559,183182,,[5],[5],[],1,0,[1 4]
2623567,181566,,[42],[42],[],1,0,[1]
2623574,127750,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2624093,135178,,"[25, 37]","[25, 37]",[],2,0,[1 2 3 4]
2624100,161342,,[5],[5],[],1,0,[1 4]
2624111,174494,,[42],[42],[],1,0,[1]
2624113,140046,,"[5, 19, 25]","[5, 19, 25]",[],3,0,[3 4]
2624118,136594,,"[25, 44]","[25, 44]",[],2,0,[1 2 4]
2624124,73666,"[1, 3]","[25, 26, 43]","[25, 26, 43]","[1, 3]",3,2,[1 3 5]
2624160,159134,,[19],[19],[],1,0,[1 4]
2624171,116286,,"[5, 30, 37]","[5, 30, 37]",[],3,0,[4]
2624172,155402,,"[18, 27, 33, 34]","[18, 27, 33, 34]",[],4,0,[1 2]
2624215,141386,,[27],[27],[],1,0,[1]
2624219,182610,,[5],[5],[],1,0,[1 4]
2624267,182982,,[40],[40],[],1,0,[2]
2624274,77650,"[1, 4]","[5, 25]","[5, 25]","[1, 4]",2,2,[1 3 4]
2624291,183158,,[37],[37],[],1,0,[4]
2624340,131346,,[2],[2],[],1,0,[2]
2624361,135022,,[39],[39],[],1,0,[2 6]
2624364,171910,,"[1, 6]","[1, 6]",[],2,0,[1 2 5]
2624373,162818,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2624393,121498,,"[20, 25]","[20, 25]",[],2,0,[1]
2624394,182966,,"[21, 37]","[21, 37]",[],2,0,[3 4]
2624411,182342,,"[19, 26, 28, 32]","[19, 26, 28, 32]",[],4,0,[1 5]
2624426,167058,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
2624430,133738,,[5],[5],[],1,0,[1 4]
2624432,181878,,[1],[1],[],1,0,[1]
2624448,182530,,[2],[2],[],1,0,[2]
2624491,138830,,"[1, 2, 23, 26]","[1, 2, 23, 26]",[],4,0,[1 2 3]
2624495,115866,,"[1, 2, 5]","[1, 2, 5]",[],3,0,[1 2 4]
2624513,183110,,"[1, 5, 37, 43]","[1, 5, 37, 43]",[],4,0,[1 2 3]
2624523,182602,,[2],[2],[],1,0,[2]
2624627,147062,,[27],[27],[],1,0,[1]
2624632,181806,,"[1, 2, 23, 42]","[1, 2, 23, 42]",[],4,0,[1 2]
2624636,183334,,"[5, 19]","[5, 19]",[],2,0,[1 4]
2624661,146610,,[3],[3],[],1,0,[1 3 4]
2624664,125502,,[25],[25],[],1,0,[1 2 4 5]
2624693,117110,,"[23, 34, 51]","[23, 34, 51]",[],3,0,[1 2 4]
2624698,183030,,[2],[2],[],1,0,[2]
2624767,182038,,"[2, 6, 23, 36]","[2, 6, 23, 36]",[],4,0,[1 5]
2624799,180666,,"[33, 34, 43]","[33, 34, 43]",[],3,0,[1 3]
2624803,183410,,"[1, 5, 26, 38]","[1, 5, 26, 38]",[],4,0,[1 4 6]
2624886,182642,,[25],[25],[],1,0,[1 2 4 5]
2624904,158942,,"[27, 30, 34]","[27, 30, 34]",[],3,0,[1 3]
2624927,182418,,"[27, 52]","[27, 52]",[],2,0,[1]
2624928,182586,,"[2, 40]","[2, 40]",[],2,0,[2]
2624975,183370,,[6],[6],[],1,0,[1 5]
2625016,180658,,[5],[5],[],1,0,[1 4]
2625030,146418,,"[3, 30]","[3, 30]",[],2,0,[1 3 4]
2625042,182070,,"[19, 26]","[19, 26]",[],2,0,[1 6]
2625061,182710,,"[34, 43, 52]","[34, 43, 52]",[],3,0,[1 3]
2625083,183310,,[2],[2],[],1,0,[2]
2625312,169838,,"[29, 52]","[29, 52]",[],2,0,[1 5]
2625313,182182,,[6],[6],[],1,0,[1 5]
2625471,123626,,"[5, 34, 42, 43]","[5, 34, 42, 43]",[],4,0,[3 4]
2625476,181790,,[1],[1],[],1,0,[1]
2625504,183546,,[3],[3],[],1,0,[1 3 4]
2625506,159430,,[43],[43],[],1,0,[3 4]
2625847,137530,,"[2, 18, 40, 51]","[2, 18, 40, 51]",[],4,0,[2]
2625858,113374,,"[1, 3, 30]","[1, 3, 30]",[],3,0,[1 3]
2625865,177914,,[43],[43],[],1,0,[3 4]
2625867,2078,"[1, 3]","[3, 51]","[3, 51]","[1, 3]",2,2,[3 4]
2625878,146822,,[2],[2],[],1,0,[2]
2625889,126794,,"[2, 18, 36, 39]","[2, 18, 36, 39]",[],4,0,[2]
2625908,183270,,[2],[2],[],1,0,[2]
2625940,60934,[1],"[1, 23]","[1, 23]",[1],2,1,[1]
2625949,176494,,[43],[43],[],1,0,[3 4]
2625951,128758,,"[34, 43]","[34, 43]",[],2,0,[1 3]
2626118,148594,,"[21, 25, 30, 37, 51]","[21, 25, 30, 37, 51]",[],5,0,[3 4]
2626144,127682,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2626666,180958,,"[5, 26]","[5, 26]",[],2,0,[1 4 5]
2626667,113134,,"[23, 29, 31, 34]","[23, 29, 31, 34]",[],4,0,[1]
2626668,181158,,[33],[33],[],1,0,[1 2 5]
2626695,183186,,"[36, 42, 43]","[36, 42, 43]",[],3,0,[1 2 3 5]
2626732,181926,,[1],[1],[],1,0,[1]
2626887,71554,"[1, 4]","[1, 5, 23, 42]","[1, 5, 23, 42]","[1, 4]",4,2,[1 3 4]
2626896,182554,,[43],[43],[],1,0,[3 4]
2626897,183326,,[2],[2],[],1,0,[2]
2626963,181890,,"[1, 27, 34, 52]","[1, 27, 34, 52]",[],4,0,[1]
2626977,182926,,"[19, 26, 35]","[19, 26, 35]",[],3,0,[1 5 6]
2627004,143126,,"[1, 3, 43]","[1, 3, 43]",[],3,0,[1 3 4]
2627008,156174,,"[27, 52]","[27, 52]",[],2,0,[1]
2627011,181582,,[39],[39],[],1,0,[2 6]
2627032,183374,,[19],[19],[],1,0,[1 4]
2627050,149306,,[27],[27],[],1,0,[1]
2627107,183218,,"[1, 23]","[1, 23]",[],2,0,[1]
2627179,157082,,"[30, 52]","[30, 52]",[],2,0,[1 3 4 5]
2627184,183670,,[5],[5],[],1,0,[1 4]
2627270,181238,,[40],[40],[],1,0,[2]
2627305,139830,,"[23, 31, 42]","[23, 31, 42]",[],3,0,[1]
2627307,181362,,"[34, 43]","[34, 43]",[],2,0,[1 3]
2627310,182454,,[36],[36],[],1,0,[1 2]
2627331,171094,,[42],[42],[],1,0,[1]
2627334,183626,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2627426,181286,,[27],[27],[],1,0,[1]
2627427,182838,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
2627493,183174,,[2],[2],[],1,0,[2]
2627558,182306,,[5],[5],[],1,0,[1 4]
2627638,180234,,"[27, 30]","[27, 30]",[],2,0,[1 3]
2627763,183382,,"[1, 2, 5]","[1, 2, 5]",[],3,0,[1 2 4]
2627835,140490,,"[1, 2, 23, 25]","[1, 2, 23, 25]",[],4,0,[1 2]
2627840,120198,,"[1, 23, 34]","[1, 23, 34]",[],3,0,[1]
2627853,181134,,[5],[5],[],1,0,[1 4]
2627882,119270,,[43],[43],[],1,0,[3 4]
2627906,178142,,[43],[43],[],1,0,[3 4]
2627913,180014,,"[1, 2, 36]","[1, 2, 36]",[],3,0,[2]
2627926,182898,,"[5, 21, 30, 37]","[5, 21, 30, 37]",[],4,0,[1 4]
2628018,126570,,"[6, 25]","[6, 25]",[],2,0,[1 5]
2628024,181962,,"[5, 26]","[5, 26]",[],2,0,[1 4 5]
2628043,119082,,"[2, 5, 33, 37]","[2, 5, 33, 37]",[],4,0,[1 2 4 5]
2628045,182518,,[26],[26],[],1,0,[1]
2628059,181230,,[5],[5],[],1,0,[1 4]
2628089,173922,,[2],[2],[],1,0,[2]
2628124,180810,,[36],[36],[],1,0,[1 2]
2628161,182462,,"[23, 42]","[23, 42]",[],2,0,[1 5]
2628162,182886,,"[5, 25, 37]","[5, 25, 37]",[],3,0,[1 3 4]
2628191,181354,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2628259,145602,,"[2, 40]","[2, 40]",[],2,0,[2]
2628267,183726,,[2],[2],[],1,0,[2]
2628291,183258,,"[2, 34, 36]","[2, 34, 36]",[],3,0,[1 2]
2628346,174238,,"[1, 5, 25, 42]","[1, 5, 25, 42]",[],4,0,[1 2 3 4 5]
2628416,181038,,"[25, 26, 34, 43]","[25, 26, 34, 43]",[],4,0,[1 3 5]
2628430,178458,,"[1, 5, 40, 42]","[1, 5, 40, 42]",[],4,0,[1 2 3 4]
2628581,180018,,"[1, 2, 36]","[1, 2, 36]",[],3,0,[2]
2628610,183498,,"[1, 2, 24, 25]","[1, 2, 24, 25]",[],4,0,[1 2]
2628698,183714,,[36],[36],[],1,0,[1 2]
2628743,179742,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2628752,182754,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2628764,182934,,"[2, 34, 36]","[2, 34, 36]",[],3,0,[1 2]
2628815,183354,,[2],[2],[],1,0,[2]
2628977,163038,,"[1, 25, 34, 43]","[1, 25, 34, 43]",[],4,0,[1 3]
2628987,181042,,[6],[6],[],1,0,[1 5]
2629129,183618,,"[6, 26, 28, 33]","[6, 26, 28, 33]",[],4,0,[1 5]
2629244,173834,,[1],[1],[],1,0,[1]
2629248,179370,,[43],[43],[],1,0,[3 4]
2629253,180702,,"[2, 36]","[2, 36]",[],2,0,[2]
2629254,180606,,"[26, 30]","[26, 30]",[],2,0,[1 4]
2629270,179430,,"[25, 26]","[25, 26]",[],2,0,[1 5]
2629279,89358,"[2, 4, 5]","[1, 2]","[1, 2]","[2, 4, 5]",2,3,[1 2]
2629308,183226,,[36],[36],[],1,0,[1 2]
2629324,183118,,[2],[2],[],1,0,[2]
2629327,183982,,[39],[39],[],1,0,[2 6]
2629376,166146,,[5],[5],[],1,0,[1 4]
2629383,1154,[4],"[5, 21, 37, 43]","[5, 21, 37, 43]",[4],4,1,[1 4]
2629387,183142,,"[19, 26]","[19, 26]",[],2,0,[1 6]
2629464,182166,,[40],[40],[],1,0,[2]
2629467,183250,,"[1, 2, 19, 40]","[1, 2, 19, 40]",[],4,0,[1 2]
2635187,128470,,"[20, 25, 29, 34]","[20, 25, 29, 34]",[],4,0,[1 3 4]
2635201,180254,,"[2, 40]","[2, 40]",[],2,0,[2]
2635220,182566,,[1],[1],[],1,0,[1]
2635352,182766,,[44],[44],[],1,0,[1 2 4]
2635407,178894,,"[2, 27, 40]","[2, 27, 40]",[],3,0,[1 2]
2635410,134982,,"[31, 37, 44]","[31, 37, 44]",[],3,0,[1 4]
2635416,183286,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2635749,130082,,[25],[25],[],1,0,[1 2 4 5]
2635750,183262,,"[2, 28]","[2, 28]",[],2,0,[1 2]
2635789,181986,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
2635804,182930,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2635900,183946,,[2],[2],[],1,0,[2]
2636008,172778,,[1],[1],[],1,0,[1]
2636010,153570,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2636059,134294,,[6],[6],[],1,0,[1 5]
2636128,173870,,"[1, 2, 18, 36]","[1, 2, 18, 36]",[],4,0,[2]
2636864,152186,,"[2, 40]","[2, 40]",[],2,0,[2]
2636923,136206,,"[5, 43]","[5, 43]",[],2,0,[3 4]
2637336,183694,,"[1, 2, 6]","[1, 2, 6]",[],3,0,[1 2 5]
2637345,149702,,"[6, 26]","[6, 26]",[],2,0,[5]
2637362,183770,,"[19, 26]","[19, 26]",[],2,0,[1 6]
2637406,176746,,[2],[2],[],1,0,[2]
2637451,179242,,[5],[5],[],1,0,[1 4]
2637454,183026,,[6],[6],[],1,0,[1 5]
2637545,183210,,"[2, 40]","[2, 40]",[],2,0,[2]
2637609,183942,,[52],[52],[],1,0,[1 2 5]
2637621,183050,,"[24, 34]","[24, 34]",[],2,0,[1 3]
2637626,150394,,"[5, 30, 37]","[5, 30, 37]",[],3,0,[4]
2637632,181858,,[44],[44],[],1,0,[1 2 4]
2637650,143382,,"[21, 30, 37]","[21, 30, 37]",[],3,0,[1 4]
2637656,179426,,[2],[2],[],1,0,[2]
2637673,183746,,[52],[52],[],1,0,[1 2 5]
2637688,153346,,[25],[25],[],1,0,[1 2 4 5]
2638036,161634,,[25],[25],[],1,0,[1 2 4 5]
2638046,182890,,"[1, 2, 18, 23]","[1, 2, 18, 23]",[],4,0,[1 2]
2638052,127934,,[25],[25],[],1,0,[1 2 4 5]
2638076,182150,,"[5, 26]","[5, 26]",[],2,0,[1 4 5]
2638816,183934,,"[1, 2, 6, 18]","[1, 2, 6, 18]",[],4,0,[1 2 5]
2638864,105766,"[1, 2]","[2, 20, 25, 36, 51]","[2, 20, 25, 36, 51]","[1, 2]",5,2,[1 2]
2639609,171830,,[27],[27],[],1,0,[1]
2639621,8542,"[1, 3, 4]","[1, 3, 51]","[1, 3, 51]","[1, 3, 4]",3,3,[1 3 4]
2639627,149394,,"[27, 34]","[27, 34]",[],2,0,[1 2]
2639631,155198,,[3],[3],[],1,0,[1 3 4]
2639633,115078,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2639645,152966,,"[30, 44]","[30, 44]",[],2,0,[4]
2639646,167558,,"[30, 43]","[30, 43]",[],2,0,[1 3]
2639648,180498,,[19],[19],[],1,0,[1 4]
2639732,169866,,"[22, 25, 47]","[22, 25, 47]",[],3,0,[2 4]
2640118,155886,,"[29, 52]","[29, 52]",[],2,0,[1 5]
2640164,137914,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
2640343,57782,"[1, 3]","[20, 25, 43]","[20, 25, 43]","[1, 3]",3,2,[1 3]
2640480,183938,,[26],[26],[],1,0,[1]
2640877,182998,,[19],[19],[],1,0,[1 4]
2640924,183814,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2641338,139150,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2641357,178770,,"[30, 52]","[30, 52]",[],2,0,[1 3 4 5]
2641361,163894,,"[1, 2, 26]","[1, 2, 26]",[],3,0,[1 2]
2641560,183322,,"[5, 23, 27, 30, 45]","[5, 23, 27, 30, 45]",[],5,0,[1 4]
2641587,183710,,"[5, 43]","[5, 43]",[],2,0,[3 4]
2641640,151686,,[25],[25],[],1,0,[1 2 4 5]
2641642,179698,,"[1, 23, 25, 42]","[1, 23, 25, 42]",[],4,0,[1]
2641653,142122,,[20],[20],[],1,0,[1 2]
2641657,81106,[1],[26],[26],[1],1,1,[1]
2641815,147418,,[5],[5],[],1,0,[1 4]
2641817,134038,,[27],[27],[],1,0,[1]
2641822,183898,,"[6, 19, 26, 28]","[6, 19, 26, 28]",[],4,0,[5]
2641881,108862,"[1, 2]","[1, 2]","[1, 2]","[1, 2]",2,2,[1 2]
2642052,181438,,[26],[26],[],1,0,[1]
2642101,165290,,"[5, 21, 30, 37]","[5, 21, 30, 37]",[],4,0,[1 4]
2642537,115446,,"[23, 27, 42]","[23, 27, 42]",[],3,0,[1 2 5]
2642561,132062,,"[6, 19, 25, 26]","[6, 19, 25, 26]",[],4,0,[1 5]
2642583,182022,,[2],[2],[],1,0,[2]
2642617,99034,[1],"[29, 30]","[29, 30]",[1],2,1,[1 5]
2642623,109918,[2],"[2, 27]","[2, 27]",[2],2,1,[2]
2642647,183622,,,[],[],0,0,[1 2 5]
2642669,180430,,[1],[1],[],1,0,[1]
2642675,168406,,[48],[48],[],1,0,[1 5]
2642704,139990,,"[22, 44]","[22, 44]",[],2,0,[1 4 6]
2642715,181346,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2642728,133734,,"[25, 34, 47]","[25, 34, 47]",[],3,0,[3 4]
2642738,152974,,"[23, 24, 25, 30]","[23, 24, 25, 30]",[],4,0,[1 4 5]
2642984,181326,,[27],[27],[],1,0,[1]
2642990,121826,,"[1, 5, 30, 37]","[1, 5, 30, 37]",[],4,0,[4]
2642993,184182,,[2],[2],[],1,0,[2]
2643334,172322,,"[5, 21, 37]","[5, 21, 37]",[],3,0,[4]
2643369,156134,,"[25, 34]","[25, 34]",[],2,0,[1 3 4 5]
2643381,172410,,[27],[27],[],1,0,[1]
2643387,120782,,"[1, 2, 40]","[1, 2, 40]",[],3,0,[1 2]
2643456,129438,,[1],[1],[],1,0,[1]
2643460,133662,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2643463,183362,,"[2, 42]","[2, 42]",[],2,0,[1 2]
2643476,184130,,"[1, 6, 25, 33]","[1, 6, 25, 33]",[],4,0,[1 5]
2643798,184266,,[19],[19],[],1,0,[1 4]
2643909,182446,,[2],[2],[],1,0,[2]
2643942,181650,,[26],[26],[],1,0,[1]
2643954,182666,,[1],[1],[],1,0,[1]
2643999,107878,"[1, 2]","[1, 2, 23, 27]","[1, 2, 23, 27]","[1, 2]",4,2,[1 2]
2644005,26,"[1, 2, 3, 4, 5, 6]","[1, 27, 29, 30, 51]","[1, 27, 29, 30, 51]","[1, 2, 3, 4, 5, 6]",5,6,[1 3 4 6]
2644022,137542,,"[6, 25, 26]","[6, 25, 26]",[],3,0,[1 4 5]
2644392,146662,,"[29, 34]","[29, 34]",[],2,0,[1]
2644398,137238,,[5],[5],[],1,0,[1 4]
2644421,184254,,"[2, 40]","[2, 40]",[],2,0,[2]
2644602,157694,,[44],[44],[],1,0,[1 2 4]
2644732,127882,,"[23, 24, 41]","[23, 24, 41]",[],3,0,[1 3]
2645273,118294,,"[5, 35, 42, 43]","[5, 35, 42, 43]",[],4,0,[3 4]
2645804,184034,,[2],[2],[],1,0,[2]
2645915,147394,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2645930,167422,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2645933,175682,,"[20, 25]","[20, 25]",[],2,0,[1]
2646051,147382,,[43],[43],[],1,0,[3 4]
2646052,180138,,"[1, 2, 33]","[1, 2, 33]",[],3,0,[1 2]
2646115,178878,,"[27, 40, 48]","[27, 40, 48]",[],3,0,[1 2]
2646685,139206,,"[6, 20, 25, 26]","[6, 20, 25, 26]",[],4,0,[4 5]
2646804,183022,,"[19, 26, 52]","[19, 26, 52]",[],3,0,[1 6]
2646828,138542,,"[1, 42]","[1, 42]",[],2,0,[1]
2646835,164330,,[1],[1],[],1,0,[1]
2646849,157930,,[30],[30],[],1,0,[1 3 4 5]
2646864,184378,,[27],[27],[],1,0,[1]
2646880,174334,,[5],[5],[],1,0,[1 4]
2646889,174038,,"[1, 42]","[1, 42]",[],2,0,[1]
2647962,170250,,[40],[40],[],1,0,[2]
2647964,184366,,"[19, 26]","[19, 26]",[],2,0,[1 6]
2648009,182734,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2648125,174578,,[43],[43],[],1,0,[3 4]
2648129,110366,[1],"[34, 43]","[34, 43]",[1],2,1,[1 3]
2648130,170598,,"[1, 2, 5]","[1, 2, 5]",[],3,0,[1 2 4]
2648134,145098,,"[24, 43]","[24, 43]",[],2,0,[3 4]
2648136,183906,,"[2, 23, 26]","[2, 23, 26]",[],3,0,[1 2]
2648470,184226,,[5],[5],[],1,0,[1 4]
2648538,136258,,"[21, 25, 30, 37]","[21, 25, 30, 37]",[],4,0,[3 4]
2648551,52734,"[1, 2]","[1, 6, 27, 34]","[1, 6, 27, 34]","[1, 2]",4,2,[1 2]
2648553,142078,,"[23, 42, 47]","[23, 42, 47]",[],3,0,[1 5]
2648559,146982,,[44],[44],[],1,0,[1 2 4]
2648560,156118,,"[1, 30, 43]","[1, 30, 43]",[],3,0,[1 3 4]
2648565,156098,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
2648570,149258,,[27],[27],[],1,0,[1]
2648628,121854,,"[2, 18, 36, 40]","[2, 18, 36, 40]",[],4,0,[1 2]
2648635,151970,,"[1, 2, 23]","[1, 2, 23]",[],3,0,[1 2 5]
