,chain_id,cuisine_ids,product_group_ids,products,cuisines,products_len,cuisines_len,cuisines_predicted
2648640,26382,"[2, 6]","[1, 2, 20]","[1, 2, 20]","[2, 6]",3,2,[ 1  2 10]
2648657,114298,,[39],[39],[],1,0,[2 6]
2648719,152614,,"[3, 27]","[3, 27]",[],2,0,[1 3]
2648747,108086,[4],[5],[5],[4],1,1,[1 4]
2648917,183274,,[26],[26],[],1,0,[1]
2648931,133962,,"[5, 25, 37]","[5, 25, 37]",[],3,0,[1 3 4]
2648932,183170,,[40],[40],[],1,0,[2]
2648972,149966,,[30],[30],[],1,0,[1 3 4 5]
2649274,148138,,"[18, 20, 25, 40]","[18, 20, 25, 40]",[],4,0,[1 2]
2650052,149050,,"[1, 42]","[1, 42]",[],2,0,[1]
2650075,184394,,[39],[39],[],1,0,[2 6]
2650087,128610,,"[1, 42]","[1, 42]",[],2,0,[1]
2650120,171726,,"[5, 21, 30, 37]","[5, 21, 30, 37]",[],4,0,[1 4]
2650125,147826,,[27],[27],[],1,0,[1]
2650131,184314,,[42],[42],[],1,0,[1]
2650138,183722,,[43],[43],[],1,0,[3 4]
2650240,183614,,[1],[1],[],1,0,[1]
2650316,53322,"[1, 4]","[1, 30]","[1, 30]","[1, 4]",2,2,[1 4]
2650319,111146,,[3],[3],[],1,0,[1 3 4]
2650334,138634,,"[1, 42]","[1, 42]",[],2,0,[1]
2650359,184282,,"[1, 5, 26]","[1, 5, 26]",[],3,0,[1 4]
2650423,184406,,"[2, 40]","[2, 40]",[],2,0,[2]
2650455,160126,,[26],[26],[],1,0,[1]
2650457,125670,,"[25, 30, 43]","[25, 30, 43]",[],3,0,[1 3 6]
2650473,131542,,"[1, 2, 6]","[1, 2, 6]",[],3,0,[1 2 5]
2650508,165926,,"[1, 25, 42, 44]","[1, 25, 42, 44]",[],4,0,[1 2]
2650509,158774,,"[24, 36]","[24, 36]",[],2,0,[2 6]
2650552,148734,,"[1, 6, 23, 42]","[1, 6, 23, 42]",[],4,0,[1 5]
2650553,142562,,"[1, 18]","[1, 18]",[],2,0,[2 5]
2650554,122006,,[19],[19],[],1,0,[1 4]
2650561,133394,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
2650574,182082,,[2],[2],[],1,0,[2]
2650600,24970,[1],"[1, 2, 23, 42]","[1, 2, 23, 42]",[1],4,1,[1 2]
2650632,111722,,"[1, 6, 23]","[1, 6, 23]",[],3,0,[1]
2650685,183702,,[19],[19],[],1,0,[1 4]
2650782,158298,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2650784,170010,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
2650789,144202,,[43],[43],[],1,0,[3 4]
2650791,182390,,[1],[1],[],1,0,[1]
2650816,184290,,"[1, 25, 48]","[1, 25, 48]",[],3,0,[1]
2650827,184274,,[38],[38],[],1,0,[2 6]
2650934,183778,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2650939,133538,,[25],[25],[],1,0,[1 2 4 5]
2650964,60102,"[1, 4]","[1, 5]","[1, 5]","[1, 4]",2,2,[1 4]
2650967,144106,,"[2, 20, 36, 40]","[2, 20, 36, 40]",[],4,0,[1 2]
2650974,183742,,[5],[5],[],1,0,[1 4]
2650998,178882,,[36],[36],[],1,0,[1 2]
2651019,107602,[2],"[2, 40]","[2, 40]",[2],2,1,[2]
2651054,183246,,[5],[5],[],1,0,[1 4]
2651077,61870,[2],"[18, 36, 40]","[18, 36, 40]",[2],3,1,[2]
2651086,152646,,"[1, 42]","[1, 42]",[],2,0,[1]
2651097,167242,,"[1, 42, 48]","[1, 42, 48]",[],3,0,[1]
2651111,152014,,,[],[],0,0,[1 2 5]
2651167,116906,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2651181,74634,[4],"[5, 21, 23, 37]","[5, 21, 23, 37]",[4],4,1,[4]
2651335,184074,,[19],[19],[],1,0,[1 4]
2651392,137982,,"[1, 5, 26]","[1, 5, 26]",[],3,0,[1 4]
2651400,184070,,"[2, 33]","[2, 33]",[],2,0,[2]
2651441,183766,,[1],[1],[],1,0,[1]
2651451,183526,,[37],[37],[],1,0,[4]
2651457,152442,,[43],[43],[],1,0,[3 4]
2651463,183878,,[1],[1],[],1,0,[1]
2651507,160990,,[26],[26],[],1,0,[1]
2651545,144490,,"[25, 37]","[25, 37]",[],2,0,[1 2 3 4]
2651548,155194,,"[1, 5]","[1, 5]",[],2,0,[1 4]
2651559,129830,,"[25, 42]","[25, 42]",[],2,0,[1]
2651562,141126,,"[1, 5, 23, 42]","[1, 5, 23, 42]",[],4,0,[1 3 4]
2651572,119814,,"[2, 20, 25, 51]","[2, 20, 25, 51]",[],4,0,[1 2]
2651607,107614,[4],[5],[5],[4],1,1,[1 4]
2651614,174766,,"[2, 29]","[2, 29]",[],2,0,[2]
2651636,183886,,[25],[25],[],1,0,[1 2 4 5]
2651821,158618,,"[1, 23]","[1, 23]",[],2,0,[1]
2651823,163362,,"[2, 23]","[2, 23]",[],2,0,[1 2]
2651824,181990,,[2],[2],[],1,0,[2]
2651882,127054,,[43],[43],[],1,0,[3 4]
2651884,131106,,"[20, 23, 25]","[20, 23, 25]",[],3,0,[1 5]
2651891,55274,[3],"[3, 30, 51]","[3, 30, 51]",[3],3,1,[3 4]
2651896,181110,,[34],[34],[],1,0,[1 2 3 4 5]
2651898,184114,,[19],[19],[],1,0,[1 4]
2652074,176878,,"[30, 43, 52]","[30, 43, 52]",[],3,0,[1 3]
2652102,135594,,[43],[43],[],1,0,[3 4]
2652110,184214,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2652195,144158,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2652210,178666,,[27],[27],[],1,0,[1]
2652214,183130,,[2],[2],[],1,0,[2]
2652243,122954,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2652245,21386,"[1, 4]","[5, 37, 42, 43, 51]","[5, 37, 42, 43, 51]","[1, 4]",5,2,[1 4]
2652254,130742,,"[3, 26, 30, 43]","[3, 26, 30, 43]",[],4,0,[1 3 4]
2652260,184030,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2652319,133926,,"[5, 30, 37]","[5, 30, 37]",[],3,0,[4]
2652324,178614,,"[20, 42]","[20, 42]",[],2,0,[1 2 3]
2652352,148002,,"[1, 27, 34]","[1, 27, 34]",[],3,0,[1]
2652353,181206,,[6],[6],[],1,0,[1 5]
2652392,183054,,"[19, 26]","[19, 26]",[],2,0,[1 6]
2652446,41942,"[1, 4]","[5, 22, 43, 44, 51]","[5, 22, 43, 44, 51]","[1, 4]",5,2,[ 1  4 11]
2652447,132418,,"[1, 6, 26, 42]","[1, 6, 26, 42]",[],4,0,[1 2 5]
2652453,184090,,[1],[1],[],1,0,[1]
2652464,152866,,[25],[25],[],1,0,[1 2 4 5]
2652470,140934,,"[1, 30, 42]","[1, 30, 42]",[],3,0,[1]
2652521,117514,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
2652536,143466,,"[1, 34]","[1, 34]",[],2,0,[1 2 3]
2652543,179118,,"[6, 26]","[6, 26]",[],2,0,[5]
2652546,150206,,"[1, 25]","[1, 25]",[],2,0,[1]
2652588,184350,,"[5, 44]","[5, 44]",[],2,0,[4]
2652627,152942,,"[1, 5, 23, 42]","[1, 5, 23, 42]",[],4,0,[1 3 4]
2652631,184210,,[2],[2],[],1,0,[2]
2652653,143154,,"[5, 27, 44]","[5, 27, 44]",[],3,0,[4]
2652661,137586,,[2],[2],[],1,0,[2]
2652662,152726,,"[5, 20, 30]","[5, 20, 30]",[],3,0,[1 4 6]
2652668,139598,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
2652682,68510,[4],"[5, 21, 37, 43]","[5, 21, 37, 43]",[4],4,1,[1 4]
2652690,137226,,"[1, 30, 37]","[1, 30, 37]",[],3,0,[1 4]
2652708,107790,[1],"[6, 25]","[6, 25]",[1],2,1,[1 5]
2652715,184186,,[37],[37],[],1,0,[4]
2652851,154026,,"[5, 25, 30]","[5, 25, 30]",[],3,0,[4]
2652856,183166,,"[27, 29, 30, 34]","[27, 29, 30, 34]",[],4,0,[1 3]
2653054,177334,,"[1, 3, 5, 44]","[1, 3, 5, 44]",[],4,0,[1 4]
2653068,176370,,"[2, 18]","[2, 18]",[],2,0,[2]
2653134,158314,,"[5, 30, 37]","[5, 30, 37]",[],3,0,[4]
2653154,123234,,[36],[36],[],1,0,[1 2]
2653167,123598,,"[1, 2, 5, 23]","[1, 2, 5, 23]",[],4,0,[1 2 4]
2653176,132574,,"[1, 23, 26]","[1, 23, 26]",[],3,0,[1 5]
2653178,181994,,[1],[1],[],1,0,[1]
2653192,153670,,"[1, 2, 40]","[1, 2, 40]",[],3,0,[1 2]
2654299,141094,,[18],[18],[],1,0,[2]
2654303,83194,"[1, 2, 5]","[1, 2, 6]","[1, 2, 6]","[1, 2, 5]",3,3,[1 2 5]
2654326,155614,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2655209,165894,,"[2, 6, 26]","[2, 6, 26]",[],3,0,[1 2 5]
2655212,175418,,"[6, 25, 26, 34]","[6, 25, 26, 34]",[],4,0,[1 4 5]
2655232,182738,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2655394,158930,,[3],[3],[],1,0,[1 3 4]
2655412,148370,,"[5, 22, 44]","[5, 22, 44]",[],3,0,[4]
2655621,182042,,"[3, 30]","[3, 30]",[],2,0,[1 3 4]
2655632,181186,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2655658,184298,,"[1, 5, 23, 48]","[1, 5, 23, 48]",[],4,0,[1 2 4]
2655714,169854,,"[30, 34, 43]","[30, 34, 43]",[],3,0,[1 3]
2655783,48242,"[1, 2, 5]",[1],[1],"[1, 2, 5]",1,3,[1]
2655786,184270,,[19],[19],[],1,0,[1 4]
2655805,169594,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2656532,160322,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
2656670,160390,,"[25, 34]","[25, 34]",[],2,0,[1 3 4 5]
2656677,156346,,"[27, 52]","[27, 52]",[],2,0,[1]
2656683,141826,,"[20, 25]","[20, 25]",[],2,0,[1]
2656684,166142,,[44],[44],[],1,0,[1 2 4]
2656690,160326,,"[5, 20]","[5, 20]",[],2,0,[1 4 6]
2656698,182718,,[5],[5],[],1,0,[1 4]
2656699,183634,,"[1, 30]","[1, 30]",[],2,0,[1 4]
2656779,181886,,"[23, 43]","[23, 43]",[],2,0,[1 3]
2656910,144758,,"[1, 5]","[1, 5]",[],2,0,[1 4]
2656913,172362,,[37],[37],[],1,0,[4]
2656938,136498,,"[6, 25, 34]","[6, 25, 34]",[],3,0,[1 5]
2656947,139798,,[18],[18],[],1,0,[2]
2656964,181874,,"[5, 43]","[5, 43]",[],2,0,[3 4]
2656978,139386,,[25],[25],[],1,0,[1 2 4 5]
2657550,44434,"[2, 6]","[18, 36]","[18, 36]","[2, 6]",2,2,[2]
2657777,183970,,[29],[29],[],1,0,[1 5]
2657778,180170,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2657832,152282,,"[5, 21, 37]","[5, 21, 37]",[],3,0,[4]
2657838,163526,,[43],[43],[],1,0,[3 4]
2657843,128562,,"[1, 42]","[1, 42]",[],2,0,[1]
2658114,184438,,"[1, 19, 23]","[1, 19, 23]",[],3,0,[1]
2658205,142814,,"[6, 29]","[6, 29]",[],2,0,[1 5]
2658208,137382,,[3],[3],[],1,0,[1 3 4]
2658211,167626,,[25],[25],[],1,0,[1 2 4 5]
2658216,182686,,[3],[3],[],1,0,[1 3 4]
2658219,184106,,[43],[43],[],1,0,[3 4]
2658432,112130,,[23],[23],[],1,0,[1 2 5]
2658433,72710,"[1, 2, 5]","[1, 6, 20, 29, 41]","[1, 6, 20, 29, 41]","[1, 2, 5]",5,3,[1 2 5]
2658438,162810,,[6],[6],[],1,0,[1 5]
2658445,146010,,"[2, 40]","[2, 40]",[],2,0,[2]
2658449,130058,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
2658600,138842,,[27],[27],[],1,0,[1]
2658608,154854,,"[1, 2, 6, 40]","[1, 2, 6, 40]",[],4,0,[1 2 5]
2658633,127902,,"[1, 42]","[1, 42]",[],2,0,[1]
2658803,116858,,"[2, 18, 20, 40]","[2, 18, 20, 40]",[],4,0,[1 2 3 5]
2659134,184054,,"[25, 34, 48]","[25, 34, 48]",[],3,0,[1 3 4]
2659178,184566,,[6],[6],[],1,0,[1 5]
2659211,183874,,[1],[1],[],1,0,[1]
2659243,184558,,"[27, 30, 43]","[27, 30, 43]",[],3,0,[1 3]
2659259,182230,,[26],[26],[],1,0,[1]
2659372,105426,[4],"[5, 19]","[5, 19]",[4],2,1,[1 4]
2659378,155062,,"[20, 25, 42]","[20, 25, 42]",[],3,0,[1]
2659384,144134,,"[2, 40]","[2, 40]",[],2,0,[2]
2659412,145238,,"[1, 42]","[1, 42]",[],2,0,[1]
2659414,139726,,"[5, 30, 37, 44]","[5, 30, 37, 44]",[],4,0,[4]
2659422,130382,,"[1, 6, 26, 29]","[1, 6, 26, 29]",[],4,0,[1 5]
2659479,170542,,[37],[37],[],1,0,[4]
2659491,154702,,[25],[25],[],1,0,[1 2 4 5]
2659492,183066,,[6],[6],[],1,0,[1 5]
2659498,179970,,"[1, 2, 36]","[1, 2, 36]",[],3,0,[2]
2659646,184386,,"[6, 28]","[6, 28]",[],2,0,[5]
2659675,144722,,"[34, 42]","[34, 42]",[],2,0,[1]
2659679,183794,,"[21, 37]","[21, 37]",[],2,0,[3 4]
2659710,184250,,[37],[37],[],1,0,[4]
2659755,157418,,"[5, 19, 25, 44]","[5, 19, 25, 44]",[],4,0,[4]
2659943,132234,,"[20, 23, 25]","[20, 23, 25]",[],3,0,[1 5]
2659944,183006,,[19],[19],[],1,0,[1 4]
2659996,184202,,[32],[32],[],1,0,[1 2 5 6]
2660278,182154,,"[2, 36]","[2, 36]",[],2,0,[2]
2660406,142258,,[2],[2],[],1,0,[2]
2660444,184370,,"[19, 26]","[19, 26]",[],2,0,[1 6]
2660477,178906,,[2],[2],[],1,0,[2]
2660581,124666,,"[1, 5, 20, 25]","[1, 5, 20, 25]",[],4,0,[1 4]
2660586,184206,,[1],[1],[],1,0,[1]
2661014,184398,,"[6, 28]","[6, 28]",[],2,0,[5]
2661057,157534,,[36],[36],[],1,0,[1 2]
2661064,183810,,"[19, 30, 44]","[19, 30, 44]",[],3,0,[4]
2661085,184650,,[19],[19],[],1,0,[1 4]
2661742,180998,,[26],[26],[],1,0,[1]
2661978,184834,,[39],[39],[],1,0,[2 6]
2661991,154134,,[1],[1],[],1,0,[1]
2662360,184418,,"[1, 2, 6, 36]","[1, 2, 6, 36]",[],4,0,[1 2 5]
2662364,181622,,"[5, 30, 37]","[5, 30, 37]",[],3,0,[4]
2662397,183842,,"[23, 26, 42]","[23, 26, 42]",[],3,0,[1 5]
2662466,152290,,[27],[27],[],1,0,[1]
2662478,184142,,[2],[2],[],1,0,[2]
2662487,37770,"[1, 4]","[5, 20, 27, 37]","[5, 20, 27, 37]","[1, 4]",4,2,[1 4]
2662494,182570,,"[1, 19, 26, 28]","[1, 19, 26, 28]",[],4,0,[1 5]
2662600,183014,,"[25, 33]","[25, 33]",[],2,0,[1 2 5]
2662823,184138,,[22],[22],[],1,0,[1 2 4 6]
2663025,83678,"[1, 5]","[6, 26]","[6, 26]","[1, 5]",2,2,[5]
2663027,173890,,"[1, 6, 42]","[1, 6, 42]",[],3,0,[1 5]
2663031,121726,,"[23, 25]","[23, 25]",[],2,0,[1 2 5]
2663422,184430,,[25],[25],[],1,0,[1 2 4 5]
2663433,140286,,"[5, 19, 26]","[5, 19, 26]",[],3,0,[4 5]
2663577,151826,,[27],[27],[],1,0,[1]
2663591,138526,,"[2, 6, 36, 48]","[2, 6, 36, 48]",[],4,0,[5]
2663599,184654,,[43],[43],[],1,0,[3 4]
2663607,150078,,"[5, 24, 25]","[5, 24, 25]",[],3,0,[1 4 5]
2663617,181046,,[5],[5],[],1,0,[1 4]
2663620,162846,,"[25, 43]","[25, 43]",[],2,0,[1 3 4 6]
2663748,184562,,[42],[42],[],1,0,[1]
2663889,181938,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2664062,184218,,"[5, 6, 34, 43]","[5, 6, 34, 43]",[],4,0,[1 3 4]
2664105,59642,"[1, 2]","[1, 2, 20, 25]","[1, 2, 20, 25]","[1, 2]",4,2,[1 2 5]
2664137,182294,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2664143,182678,,[44],[44],[],1,0,[1 2 4]
2664146,143498,,"[6, 26]","[6, 26]",[],2,0,[5]
2664750,152262,,"[20, 25, 43]","[20, 25, 43]",[],3,0,[1 3]
2664771,138546,,"[1, 2, 23, 42]","[1, 2, 23, 42]",[],4,0,[1 2]
2664855,139154,,[19],[19],[],1,0,[1 4]
2664892,183194,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2664956,141510,,"[6, 26]","[6, 26]",[],2,0,[5]
2664957,142474,,"[25, 27, 43]","[25, 27, 43]",[],3,0,[1 3 5]
2664960,44146,"[1, 3]","[1, 23, 42, 43, 51]","[1, 23, 42, 43, 51]","[1, 3]",5,2,[1 3 5]
2665255,145014,,"[23, 24, 42]","[23, 24, 42]",[],3,0,[1 3 5]
2665270,184866,,"[1, 6, 26]","[1, 6, 26]",[],3,0,[1]
2665329,184534,,"[1, 5, 43]","[1, 5, 43]",[],3,0,[1 3 4 5]
2665385,160846,,[27],[27],[],1,0,[1]
2665386,184110,,[43],[43],[],1,0,[3 4]
2665396,184818,,"[2, 19, 34, 43]","[2, 19, 34, 43]",[],4,0,[1 2 3 4]
2665454,184506,,"[1, 2, 24, 25]","[1, 2, 24, 25]",[],4,0,[1 2]
2665626,172638,,[2],[2],[],1,0,[2]
2665646,102730,[3],"[43, 51]","[43, 51]",[3],2,1,[1 3]
2665655,184390,,[2],[2],[],1,0,[2]
2665686,44766,"[1, 2]","[1, 2, 23, 42]","[1, 2, 23, 42]","[1, 2]",4,2,[1 2]
2665687,181866,,[1],[1],[],1,0,[1]
2665777,158810,,[37],[37],[],1,0,[4]
2665788,120706,,[25],[25],[],1,0,[1 2 4 5]
2665790,182078,,"[1, 23]","[1, 23]",[],2,0,[1]
2665821,148478,,[25],[25],[],1,0,[1 2 4 5]
2665886,173934,,"[1, 25]","[1, 25]",[],2,0,[1]
2665917,183674,,[20],[20],[],1,0,[1 2]
2666168,181538,,"[2, 36]","[2, 36]",[],2,0,[2]
2666176,8178,"[1, 2, 4]","[1, 2, 3, 5]","[1, 2, 3, 5]","[1, 2, 4]",4,3,[1 4]
2666181,185042,,"[1, 2, 36]","[1, 2, 36]",[],3,0,[2]
2666234,157270,,"[6, 32, 33]","[6, 32, 33]",[],3,0,[5]
2666235,184410,,"[18, 40]","[18, 40]",[],2,0,[2 6]
2666245,171050,,[42],[42],[],1,0,[1]
2666255,185162,,[2],[2],[],1,0,[2]
2666265,183826,,[1],[1],[],1,0,[1]
2666276,184894,,"[19, 26]","[19, 26]",[],2,0,[1 6]
2666380,166258,,"[1, 23, 26]","[1, 23, 26]",[],3,0,[1 5]
2666386,184294,,"[1, 2, 18, 43]","[1, 2, 18, 43]",[],4,0,[1 2 3]
2666412,184374,,[27],[27],[],1,0,[1]
2666440,157294,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2666442,147486,,"[22, 25, 30]","[22, 25, 30]",[],3,0,[1 2 3 4]
2666444,184178,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2666491,145942,,"[24, 25, 27]","[24, 25, 27]",[],3,0,[1 3]
2666502,183058,,[30],[30],[],1,0,[1 3 4 5]
2666529,147402,,"[1, 23, 26]","[1, 23, 26]",[],3,0,[1 5]
2666530,162094,,"[5, 26]","[5, 26]",[],2,0,[1 4 5]
2666537,130154,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2666541,124262,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
2666548,110546,[1],"[1, 5, 26, 30, 51]","[1, 5, 26, 30, 51]",[1],5,1,[1 4]
2666560,145002,,"[19, 26]","[19, 26]",[],2,0,[1 6]
2666602,184442,,[1],[1],[],1,0,[1]
2666625,145822,,"[25, 30]","[25, 30]",[],2,0,[1 3 4]
2666630,185010,,"[1, 2, 33, 36]","[1, 2, 33, 36]",[],4,0,[1 2]
2666706,143922,,"[23, 25]","[23, 25]",[],2,0,[1 2 5]
2666710,182250,,"[2, 33, 43]","[2, 33, 43]",[],3,0,[1 2 3]
2666746,145318,,[27],[27],[],1,0,[1]
2666750,124886,,"[1, 3, 27, 30]","[1, 3, 27, 30]",[],4,0,[1 3]
2666775,140242,,"[26, 29]","[26, 29]",[],2,0,[1 5]
2666862,183010,,"[26, 31]","[26, 31]",[],2,0,[1 6]
2667071,183074,,[5],[5],[],1,0,[1 4]
2667078,161590,,"[5, 25, 26, 43]","[5, 25, 26, 43]",[],4,0,[3 4]
2667095,167494,,,[],[],0,0,[1 2 5]
2667189,161434,,[3],[3],[],1,0,[1 3 4]
2667277,183662,,[26],[26],[],1,0,[1]
2667475,152266,,"[24, 25, 36]","[24, 25, 36]",[],3,0,[1 2 6]
2667479,181338,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
2667777,164758,,[44],[44],[],1,0,[1 2 4]
2667802,184614,,[26],[26],[],1,0,[1]
2667834,184478,,[40],[40],[],1,0,[2]
2667921,184978,,[43],[43],[],1,0,[3 4]
2667942,110910,,"[1, 6, 35]","[1, 6, 35]",[],3,0,[1 5]
2668007,184026,,[19],[19],[],1,0,[1 4]
2668033,173006,,[43],[43],[],1,0,[3 4]
2668037,184774,,[37],[37],[],1,0,[4]
2668093,182254,,[37],[37],[],1,0,[4]
2668135,184546,,[1],[1],[],1,0,[1]
2668148,183910,,[2],[2],[],1,0,[2]
2668252,157878,,"[27, 30]","[27, 30]",[],2,0,[1 3]
2668344,134706,,"[30, 37]","[30, 37]",[],2,0,[4]
2668450,182374,,"[1, 5, 25]","[1, 5, 25]",[],3,0,[1 3 4]
2668455,180954,,[43],[43],[],1,0,[3 4]
2668456,170482,,[43],[43],[],1,0,[3 4]
2668498,162122,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2668862,184778,,[19],[19],[],1,0,[1 4]
2668944,170254,,[37],[37],[],1,0,[4]
2668947,184666,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2668958,146038,,"[1, 2]","[1, 2]",[],2,0,[1 2]
2669027,132214,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2669030,109598,[1],"[34, 42, 51]","[34, 42, 51]",[1],3,1,[1]
2669033,154938,,[27],[27],[],1,0,[1]
2669341,173690,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2669361,147170,,[36],[36],[],1,0,[1 2]
2669367,152514,,"[20, 25]","[20, 25]",[],2,0,[1]
2669368,106006,"[1, 3]","[1, 3, 22, 27]","[1, 3, 22, 27]","[1, 3]",4,2,[3]
2669485,185050,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2669608,180422,,[27],[27],[],1,0,[1]
2669610,185194,,[28],[28],[],1,0,[1 5]
2669757,117346,,"[42, 51]","[42, 51]",[],2,0,[1]
2669759,184346,,[6],[6],[],1,0,[1 5]
2669782,105398,"[1, 2]","[1, 2, 18]","[1, 2, 18]","[1, 2]",3,2,[1 2]
2669891,136250,,"[30, 40]","[30, 40]",[],2,0,[1 2 5]
2669897,132194,,"[2, 23, 27, 34]","[2, 23, 27, 34]",[],4,0,[1 2]
2669957,179106,,"[6, 19, 28]","[6, 19, 28]",[],3,0,[4 5]
2670038,185114,,"[5, 25]","[5, 25]",[],2,0,[1 3 4]
2670165,133638,,"[6, 26]","[6, 26]",[],2,0,[5]
2670235,185250,,[37],[37],[],1,0,[4]
2670256,115662,,"[1, 5, 25]","[1, 5, 25]",[],3,0,[1 3 4]
2670270,183834,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2670284,182242,,[1],[1],[],1,0,[1]
2670292,184302,,[5],[5],[],1,0,[1 4]
2670311,184574,,[43],[43],[],1,0,[3 4]
2670466,185218,,"[1, 6, 25]","[1, 6, 25]",[],3,0,[1 5]
2670542,185006,,"[1, 2, 18]","[1, 2, 18]",[],3,0,[1 2]
2670629,105034,[4],"[5, 22]","[5, 22]",[4],2,1,[4]
2670630,152238,,"[1, 23, 42]","[1, 23, 42]",[],3,0,[1]
2670725,185370,,"[1, 20, 25, 26]","[1, 20, 25, 26]",[],4,0,[1 2]
2670843,183802,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2670875,184194,,"[2, 18, 40]","[2, 18, 40]",[],3,0,[2]
2670901,184010,,[5],[5],[],1,0,[1 4]
2670919,180902,,[42],[42],[],1,0,[1]
2670928,109514,[1],"[1, 23, 25, 42]","[1, 23, 25, 42]",[1],4,1,[1]
2671056,105742,"[1, 4]","[1, 19, 42]","[1, 19, 42]","[1, 4]",3,2,[1]
2671097,178022,,"[24, 44]","[24, 44]",[],2,0,[3 4]
2671099,152826,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2671162,184922,,[6],[6],[],1,0,[1 5]
2671225,184522,,"[6, 26, 28]","[6, 26, 28]",[],3,0,[5]
2671237,151122,,"[5, 24, 25, 37]","[5, 24, 25, 37]",[],4,0,[1 4]
2671351,182026,,[2],[2],[],1,0,[2]
2671367,148642,,,[],[],0,0,[1 2 5]
2671381,185338,,"[20, 25, 30]","[20, 25, 30]",[],3,0,[1 3 4]
2671423,185390,,[43],[43],[],1,0,[3 4]
2671616,158822,,[30],[30],[],1,0,[1 3 4 5]
2671618,125926,,"[23, 27, 30, 34]","[23, 27, 30, 34]",[],4,0,[1 3 5]
2671626,185154,,"[1, 2, 40, 42]","[1, 2, 40, 42]",[],4,0,[1 2]
2671629,183730,,[1],[1],[],1,0,[1]
2671640,178266,,"[1, 26]","[1, 26]",[],2,0,[1 5]
2671666,171718,,"[30, 52]","[30, 52]",[],2,0,[1 3 4 5]
2671668,184730,,[18],[18],[],1,0,[2]
2671748,179278,,[26],[26],[],1,0,[1]
2671762,175106,,[37],[37],[],1,0,[4]
2671828,152682,,"[23, 42]","[23, 42]",[],2,0,[1 5]
2671890,185378,,"[5, 28]","[5, 28]",[],2,0,[1 4]
2671957,183278,,[36],[36],[],1,0,[1 2]
2671967,184734,,[43],[43],[],1,0,[3 4]
2671995,185210,,"[5, 28]","[5, 28]",[],2,0,[1 4]
2672026,166682,,[26],[26],[],1,0,[1]
2672034,184706,,[43],[43],[],1,0,[3 4]
2672092,126446,,"[1, 2, 6]","[1, 2, 6]",[],3,0,[1 2 5]
2672093,184838,,"[19, 30]","[19, 30]",[],2,0,[4]
2672097,164574,,"[25, 30, 42]","[25, 30, 42]",[],3,0,[1 3 4]
2672155,182978,,[40],[40],[],1,0,[2]
2672171,127286,,"[1, 6, 26]","[1, 6, 26]",[],3,0,[1]
2672224,174626,,"[1, 2, 18, 40]","[1, 2, 18, 40]",[],4,0,[1 2]
2672486,184286,,"[5, 37]","[5, 37]",[],2,0,[1 3 4]
2672911,185414,,[2],[2],[],1,0,[2]
2672917,133938,,"[20, 25]","[20, 25]",[],2,0,[1]
2672919,185382,,[1],[1],[],1,0,[1]
2672953,144630,,"[3, 30]","[3, 30]",[],2,0,[1 3 4]
2672979,182942,,"[33, 43]","[33, 43]",[],2,0,[3]
2672995,179790,,"[33, 43]","[33, 43]",[],2,0,[3]
2672997,183178,,"[1, 2]","[1, 2]",[],2,0,[1 2]
